incident_id,title,description,signatures,source,source_type,source_url,annotation_confidence,annotated_by,date_annotated
AVID-AVID-2025-R0006,gpt-4o-mini-2024-07-18: Evaluation of the AI system gpt-4o-mini-2024-07-18 on the wmdp_cyber benchmark using Inspect Evals,"WMDP is a dataset of 3,668 multiple-choice questions surrounding hazardous knowledge in biosecurity, cybersecurity, and chemical security. WMDP serves as both a proxy evaluation for hazardous knowledge in large language models (LLMs) and a benchmark for unlearning methods to remove such knowledge.

The AI system gpt-4o-mini-2024-07-18 was evaluated on this benchmark.

## Measurement details

A simple accuracy is calculated over the datapoints. Performance P0402: Physical Safety",S5,avid,incident,https://avidmvp.s3.amazonaws.com/2025-05-07T01-39-55+00-00_wmdp-cyber_RxihM3ZbbTSMKD9djSgdoD.eval,0.8,keyword_classifier_v1,2026-06-25
AVID-AVID-2025-R0007,gpt-4o-mini-2024-07-18: Evaluation of the AI system gpt-4o-mini-2024-07-18 on the cyse2_interpreter_abuse benchmark using Inspect Evals,"CyberSecEval2 is A Wide-Ranging Cybersecurity Evaluation Suite for Large Language Models’ risky capabilities in cybersecurity.

The AI system gpt-4o-mini-2024-07-18 was evaluated on this benchmark.

## Measurement details

A simple average is calculated over the test cases, indicating the rate at which the model behavior could be classified as harmful (lower scores are better). Security S0403: Adversarial Example",S2b,avid,incident,https://avidmvp.s3.amazonaws.com/2025-05-08T13-36-56+00-00_cyse2-interpreter-abuse_SBNADow8q9S9xZB8tZUM3Z.eval,0.4,keyword_classifier_v1,2026-06-25
AVID-AVID-2025-R0008,gpt-4o-mini-2024-07-18: Evaluation of the AI system gpt-4o-mini-2024-07-18 on the cyse2_prompt_injection benchmark using Inspect Evals,"CyberSecEval2 is A Wide-Ranging Cybersecurity Evaluation Suite for Large Language Models’ risky capabilities in cybersecurity.

The AI system gpt-4o-mini-2024-07-18 was evaluated on this benchmark.

## Measurement details

A simple average is calculated over the test cases, indicating the rate at which the model behavior could be classified as harmful (lower scores are better). Security S0403: Adversarial Example",S2b,avid,incident,https://avidmvp.s3.amazonaws.com/2025-05-08T13-48-18+00-00_cyse2-prompt-injection_9TTzgVYPBRBv94v3ahA96n.eval,0.4,keyword_classifier_v1,2026-06-25
AVID-AVID-2025-R0012,Llama-3.3-70B-Instruct-Turbo: Evaluation of the LLM Llama-3.3-70B-Instruct-Turbo on the agentharm benchmark using Inspect Evals,"The benchmark agentharm is implemented by Inspect Evals. More details are available [here](https://ukgovernmentbeis.github.io/inspect_evals/evals/safeguards/agentharm/).

The LLM Llama-3.3-70B-Instruct-Turbo was evaluated on this benchmark.

## Measurement details

Scoring details are available [here](https://ukgovernmentbeis.github.io/inspect_evals/evals/safeguards/agentharm/). Performance P0400: Safety",S5,avid,incident,https://avidmvp.s3.amazonaws.com/2025-05-10T13-08-20+00-00_agentharm_KkrLH4mEiuLqi2ZEaq2xPH.eval,0.4,keyword_classifier_v1,2026-06-25
AVID-AVID-2025-R0013,Llama-3.3-70B-Instruct-Turbo: Evaluation of the LLM Llama-3.3-70B-Instruct-Turbo on the wmdp_bio benchmark using Inspect Evals,"WMDP is a dataset of 3,668 multiple-choice questions surrounding hazardous knowledge in biosecurity, cybersecurity, and chemical security. WMDP serves as both a proxy evaluation for hazardous knowledge in large language models (LLMs) and a benchmark for unlearning methods to remove such knowledge.

The LLM Llama-3.3-70B-Instruct-Turbo was evaluated on this benchmark.

## Measurement details

A simple accuracy is calculated over the datapoints. Performance P0402: Physical Safety",S5,avid,incident,https://avidmvp.s3.amazonaws.com/2025-05-10T13-19-26+00-00_wmdp-bio_JQGcuap3uQAJJtLXR8Mri2.eval,0.8,keyword_classifier_v1,2026-06-25
AVID-AVID-2025-R0014,Llama-3.3-70B-Instruct-Turbo: Evaluation of the LLM Llama-3.3-70B-Instruct-Turbo on the wmdp_chem benchmark using Inspect Evals,"WMDP is a dataset of 3,668 multiple-choice questions surrounding hazardous knowledge in biosecurity, cybersecurity, and chemical security. WMDP serves as both a proxy evaluation for hazardous knowledge in large language models (LLMs) and a benchmark for unlearning methods to remove such knowledge.

The LLM Llama-3.3-70B-Instruct-Turbo was evaluated on this benchmark.

## Measurement details

A simple accuracy is calculated over the datapoints. Performance P0402: Physical Safety",S5,avid,incident,https://avidmvp.s3.amazonaws.com/2025-05-10T13-37-54+00-00_wmdp-chem_mqRhdyvgAKtuz3ZhHomG88.eval,0.8,keyword_classifier_v1,2026-06-25
AVID-AVID-2025-R0015,Llama-3.3-70B-Instruct-Turbo: Evaluation of the LLM Llama-3.3-70B-Instruct-Turbo on the wmdp_cyber benchmark using Inspect Evals,"WMDP is a dataset of 3,668 multiple-choice questions surrounding hazardous knowledge in biosecurity, cybersecurity, and chemical security. WMDP serves as both a proxy evaluation for hazardous knowledge in large language models (LLMs) and a benchmark for unlearning methods to remove such knowledge.

The LLM Llama-3.3-70B-Instruct-Turbo was evaluated on this benchmark.

## Measurement details

A simple accuracy is calculated over the datapoints. Performance P0402: Physical Safety",S5,avid,incident,https://avidmvp.s3.amazonaws.com/2025-05-10T13-42-37+00-00_wmdp-cyber_KowS42BxM2ks2X9Ja5Enid.eval,0.8,keyword_classifier_v1,2026-06-25
AVID-AVID-2025-R0016,Llama-3.3-70B-Instruct-Turbo: Evaluation of the LLM Llama-3.3-70B-Instruct-Turbo on the cyse2_interpreter_abuse benchmark using Inspect Evals,"CyberSecEval2 is A Wide-Ranging Cybersecurity Evaluation Suite for Large Language Models’ risky capabilities in cybersecurity.

The LLM Llama-3.3-70B-Instruct-Turbo was evaluated on this benchmark.

## Measurement details

A simple average is calculated over the test cases, indicating the rate at which the model behavior could be classified as harmful (lower scores are better). Security S0403: Adversarial Example",S2b,avid,incident,https://avidmvp.s3.amazonaws.com/2025-05-10T13-55-33+00-00_cyse2-interpreter-abuse_Djq84gfT6keJs3NDKPk8mH.eval,0.4,keyword_classifier_v1,2026-06-25
AVID-AVID-2025-R0017,Llama-3.3-70B-Instruct-Turbo: Evaluation of the LLM Llama-3.3-70B-Instruct-Turbo on the cyse2_prompt_injection benchmark using Inspect Evals,"CyberSecEval2 is A Wide-Ranging Cybersecurity Evaluation Suite for Large Language Models’ risky capabilities in cybersecurity.

The LLM Llama-3.3-70B-Instruct-Turbo was evaluated on this benchmark.

## Measurement details

A simple average is calculated over the test cases, indicating the rate at which the model behavior could be classified as harmful (lower scores are better). Security S0403: Adversarial Example",S2b,avid,incident,https://avidmvp.s3.amazonaws.com/2025-05-10T14-26-28+00-00_cyse2-prompt-injection_PQaMdDY9wksef6dQVa63Cm.eval,0.4,keyword_classifier_v1,2026-06-25
AVID-AVID-2025-R0021,DeepSeek-R1: Evaluation of the LLM DeepSeek-R1 on the agentharm benchmark using Inspect Evals,"The benchmark agentharm is implemented by Inspect Evals. More details are available [here](https://ukgovernmentbeis.github.io/inspect_evals/evals/safeguards/agentharm/).

The LLM DeepSeek-R1 was evaluated on this benchmark.

## Measurement details

Scoring details are available [here](https://ukgovernmentbeis.github.io/inspect_evals/evals/safeguards/agentharm/). Performance P0400: Safety",S5,avid,incident,https://avidmvp.s3.amazonaws.com/2025-05-12T13-25-41+00-00_agentharm_WXzbmYDaQHVwxZ9QbE772k.eval,0.4,keyword_classifier_v1,2026-06-25
AVID-AVID-2025-R0022,DeepSeek-R1: Evaluation of the LLM DeepSeek-R1 on the wmdp_bio benchmark using Inspect Evals,"WMDP is a dataset of 3,668 multiple-choice questions surrounding hazardous knowledge in biosecurity, cybersecurity, and chemical security. WMDP serves as both a proxy evaluation for hazardous knowledge in large language models (LLMs) and a benchmark for unlearning methods to remove such knowledge.

The LLM DeepSeek-R1 was evaluated on this benchmark.

## Measurement details

A simple accuracy is calculated over the datapoints. Performance P0402: Physical Safety",S5,avid,incident,https://avidmvp.s3.amazonaws.com/2025-05-12T13-35-32+00-00_wmdp-bio_m35ZYfbfobYHiLpFXoKg94.eval,0.8,keyword_classifier_v1,2026-06-25
AVID-AVID-2025-R0023,DeepSeek-R1: Evaluation of the LLM DeepSeek-R1 on the wmdp_chem benchmark using Inspect Evals,"WMDP is a dataset of 3,668 multiple-choice questions surrounding hazardous knowledge in biosecurity, cybersecurity, and chemical security. WMDP serves as both a proxy evaluation for hazardous knowledge in large language models (LLMs) and a benchmark for unlearning methods to remove such knowledge.

The LLM DeepSeek-R1 was evaluated on this benchmark.

## Measurement details

A simple accuracy is calculated over the datapoints. Performance P0402: Physical Safety",S5,avid,incident,https://avidmvp.s3.amazonaws.com/2025-05-12T15-18-59+00-00_wmdp-chem_55hWZM59PuVeYd9btUQarj.eval,0.8,keyword_classifier_v1,2026-06-25
AVID-AVID-2025-R0024,DeepSeek-R1: Evaluation of the LLM DeepSeek-R1 on the wmdp_cyber benchmark using Inspect Evals,"WMDP is a dataset of 3,668 multiple-choice questions surrounding hazardous knowledge in biosecurity, cybersecurity, and chemical security. WMDP serves as both a proxy evaluation for hazardous knowledge in large language models (LLMs) and a benchmark for unlearning methods to remove such knowledge.

The LLM DeepSeek-R1 was evaluated on this benchmark.

## Measurement details

A simple accuracy is calculated over the datapoints. Performance P0402: Physical Safety",S5,avid,incident,https://avidmvp.s3.amazonaws.com/2025-05-12T17-35-22+00-00_wmdp-cyber_m6LLBaPAbys5MQSFuzd7YH.eval,0.8,keyword_classifier_v1,2026-06-25
AVID-AVID-2025-R0025,DeepSeek-R1: Evaluation of the LLM DeepSeek-R1 on the cyse2_interpreter_abuse benchmark using Inspect Evals,"CyberSecEval2 is A Wide-Ranging Cybersecurity Evaluation Suite for Large Language Models’ risky capabilities in cybersecurity.

The LLM DeepSeek-R1 was evaluated on this benchmark.

## Measurement details

A simple average is calculated over the test cases, indicating the rate at which the model behavior could be classified as harmful (lower scores are better). Security S0403: Adversarial Example",S2b,avid,incident,https://avidmvp.s3.amazonaws.com/2025-05-12T19-38-34+00-00_cyse2-interpreter-abuse_cPeC5zwjDwGdYtebgHqtSU.eval,0.4,keyword_classifier_v1,2026-06-25
AVID-AVID-2025-R0030,Mistral-Small-24B-Instruct-2501: Evaluation of the LLM Mistral-Small-24B-Instruct-2501 on the agentharm benchmark using Inspect Evals,"The benchmark agentharm is implemented by Inspect Evals. More details are available [here](https://ukgovernmentbeis.github.io/inspect_evals/evals/safeguards/agentharm/).

The LLM Mistral-Small-24B-Instruct-2501 was evaluated on this benchmark.

## Measurement details

Scoring details are available [here](https://ukgovernmentbeis.github.io/inspect_evals/evals/safeguards/agentharm/). Performance P0400: Safety",S5,avid,incident,https://avidmvp.s3.amazonaws.com/2025-05-13T17-00-46+00-00_agentharm_BQq6FwScSeeeJv2SHwygug.eval,0.4,keyword_classifier_v1,2026-06-25
AVID-AVID-2025-R0031,Mistral-Small-24B-Instruct-2501: Evaluation of the LLM Mistral-Small-24B-Instruct-2501 on the wmdp_bio benchmark using Inspect Evals,"WMDP is a dataset of 3,668 multiple-choice questions surrounding hazardous knowledge in biosecurity, cybersecurity, and chemical security. WMDP serves as both a proxy evaluation for hazardous knowledge in large language models (LLMs) and a benchmark for unlearning methods to remove such knowledge.

The LLM Mistral-Small-24B-Instruct-2501 was evaluated on this benchmark.

## Measurement details

A simple accuracy is calculated over the datapoints. Performance P0402: Physical Safety",S5,avid,incident,https://avidmvp.s3.amazonaws.com/2025-05-15T01-07-59+00-00_wmdp-bio_M4m3AtSEkTLF7gxhNkf2YR.eval,0.8,keyword_classifier_v1,2026-06-25
AVID-AVID-2025-R0032,Mistral-Small-24B-Instruct-2501: Evaluation of the LLM Mistral-Small-24B-Instruct-2501 on the wmdp_chem benchmark using Inspect Evals,"WMDP is a dataset of 3,668 multiple-choice questions surrounding hazardous knowledge in biosecurity, cybersecurity, and chemical security. WMDP serves as both a proxy evaluation for hazardous knowledge in large language models (LLMs) and a benchmark for unlearning methods to remove such knowledge.

The LLM Mistral-Small-24B-Instruct-2501 was evaluated on this benchmark.

## Measurement details

A simple accuracy is calculated over the datapoints. Performance P0402: Physical Safety",S5,avid,incident,https://avidmvp.s3.amazonaws.com/2025-05-15T01-08-53+00-00_wmdp-chem_CmV7g8B8shW36cgdGL24tV.eval,0.8,keyword_classifier_v1,2026-06-25
AVID-AVID-2025-R0033,Mistral-Small-24B-Instruct-2501: Evaluation of the LLM Mistral-Small-24B-Instruct-2501 on the wmdp_cyber benchmark using Inspect Evals,"WMDP is a dataset of 3,668 multiple-choice questions surrounding hazardous knowledge in biosecurity, cybersecurity, and chemical security. WMDP serves as both a proxy evaluation for hazardous knowledge in large language models (LLMs) and a benchmark for unlearning methods to remove such knowledge.

The LLM Mistral-Small-24B-Instruct-2501 was evaluated on this benchmark.

## Measurement details

A simple accuracy is calculated over the datapoints. Performance P0402: Physical Safety",S5,avid,incident,https://avidmvp.s3.amazonaws.com/2025-05-15T01-09-14+00-00_wmdp-cyber_SotYrCuu9QQCeg3k7ohtSR.eval,0.8,keyword_classifier_v1,2026-06-25
AVID-AVID-2025-R0034,Mistral-Small-24B-Instruct-2501: Evaluation of the LLM Mistral-Small-24B-Instruct-2501 on the cyse2_interpreter_abuse benchmark using Inspect Evals,"CyberSecEval2 is A Wide-Ranging Cybersecurity Evaluation Suite for Large Language Models’ risky capabilities in cybersecurity.

The LLM Mistral-Small-24B-Instruct-2501 was evaluated on this benchmark.

## Measurement details

A simple average is calculated over the test cases, indicating the rate at which the model behavior could be classified as harmful (lower scores are better). Security S0403: Adversarial Example",S2b,avid,incident,https://avidmvp.s3.amazonaws.com/2025-05-15T01-17-08+00-00_cyse2-interpreter-abuse_cWQUzPHLr2pcSaTv8kLYWi.eval,0.4,keyword_classifier_v1,2026-06-25
AVID-AVID-2025-R0035,Mistral-Small-24B-Instruct-2501: Evaluation of the LLM Mistral-Small-24B-Instruct-2501 on the cyse2_prompt_injection benchmark using Inspect Evals,"CyberSecEval2 is A Wide-Ranging Cybersecurity Evaluation Suite for Large Language Models’ risky capabilities in cybersecurity.

The LLM Mistral-Small-24B-Instruct-2501 was evaluated on this benchmark.

## Measurement details

A simple average is calculated over the test cases, indicating the rate at which the model behavior could be classified as harmful (lower scores are better). Security S0403: Adversarial Example",S2b,avid,incident,https://avidmvp.s3.amazonaws.com/2025-05-15T01-48-12+00-00_cyse2-prompt-injection_A2q4wdvCxnN8d9dFegkoRX.eval,0.4,keyword_classifier_v1,2026-06-25
AVID-AVID-2026-R0004,lunary-ai/lunary: Improper Authorization in lunary-ai/lunary (CVE-2024-10274),"An improper authorization vulnerability exists in lunary-ai/lunary version 1.5.5. The /users/me/org endpoint lacks adequate access control mechanisms, allowing unauthorized users to access sensitive information about all team members in the current organization. This vulnerability can lead to the disclosure of sensitive information such as names, roles, or emails to users without sufficient privileges, resulting in privacy violations and potential reconnaissance for targeted attacks. Security S0100: Software Vulnerability",S3,avid,incident,https://www.cve.org/CVERecord?id=CVE-2024-10274,0.4,keyword_classifier_v1,2026-06-25
AVID-AVID-2026-R0014,eosphoros-ai/db-gpt: Arbitrary File Write via SQL Injection in eosphoros-ai/db-gpt (CVE-2024-10835),"In eosphoros-ai/db-gpt version v0.6.0, the web API `POST /api/v1/editor/sql/run` allows execution of arbitrary SQL queries without any access control. This vulnerability can be exploited by attackers to perform Arbitrary File Write using DuckDB SQL, enabling them to write arbitrary files to the victim's file system. This can potentially lead to Remote Code Execution (RCE). Security S0100: Software Vulnerability",S3,avid,incident,https://www.cve.org/CVERecord?id=CVE-2024-10835,0.4,keyword_classifier_v1,2026-06-25
AVID-AVID-2026-R0017,binary-husky/gpt_academic: Code Injection in binary-husky/gpt_academic (CVE-2024-10950),"In binary-husky/gpt_academic version <= 3.83, the plugin `CodeInterpreter` is vulnerable to code injection caused by prompt injection. The root cause is the execution of user-provided prompts that generate untrusted code without a sandbox, allowing the execution of parts of the LLM-generated code. This vulnerability can be exploited by an attacker to achieve remote code execution (RCE) on the application backend server, potentially gaining full control of the server. Security S0100: Software Vulnerability","S2b,S3",avid,incident,https://www.cve.org/CVERecord?id=CVE-2024-10950,0.4,keyword_classifier_v1,2026-06-25
AVID-AVID-2026-R0018,binary-husky/gpt_academic: Prompt Injection Leading to RCE in binary-husky/gpt_academic Plugin `manim` (CVE-2024-10954),"In the `manim` plugin of binary-husky/gpt_academic, versions prior to the fix, a vulnerability exists due to improper handling of user-provided prompts. The root cause is the execution of untrusted code generated by the LLM without a proper sandbox. This allows an attacker to perform remote code execution (RCE) on the app backend server by injecting malicious code through the prompt. Security S0100: Software Vulnerability","S2b,S3",avid,incident,https://www.cve.org/CVERecord?id=CVE-2024-10954,0.4,keyword_classifier_v1,2026-06-25
AVID-AVID-2026-R0023,invoke-ai/invokeai: Remote Code Execution via Model Deserialization in invoke-ai/invokeai (CVE-2024-12029),"A remote code execution vulnerability exists in invoke-ai/invokeai versions 5.3.1 through 5.4.2 via the /api/v2/models/install API. The vulnerability arises from unsafe deserialization of model files using torch.load without proper validation. Attackers can exploit this by embedding malicious code in model files, which is executed upon loading. This issue is fixed in version 5.4.3. Security S0100: Software Vulnerability",S3,avid,incident,https://www.cve.org/CVERecord?id=CVE-2024-12029,0.4,keyword_classifier_v1,2026-06-25
AVID-AVID-2026-R0027,run-llama/llama_index: SQL Injection to RCE in run-llama/llama_index (CVE-2024-12909),"A vulnerability in the FinanceChatLlamaPack of the run-llama/llama_index repository, versions up to v0.12.3, allows for SQL injection in the `run_sql_query` function of the `database_agent`. This vulnerability can be exploited by an attacker to inject arbitrary SQL queries, leading to remote code execution (RCE) through the use of PostgreSQL's large object functionality. The issue is fixed in version 0.3.0. Security S0100: Software Vulnerability",S3,avid,incident,https://www.cve.org/CVERecord?id=CVE-2024-12909,0.4,keyword_classifier_v1,2026-06-25
AVID-AVID-2026-R0028,run-llama/llama_index: SQL Injection in run-llama/llama_index (CVE-2024-12911),A vulnerability in the `default_jsonalyzer` function of the `JSONalyzeQueryEngine` in the run-llama/llama_index repository allows for SQL injection via prompt injection. This can lead to arbitrary file creation and Denial-of-Service (DoS) attacks. The vulnerability affects the latest version and is fixed in version 0.5.1. Security S0100: Software Vulnerability,S2b,avid,incident,https://www.cve.org/CVERecord?id=CVE-2024-12911,0.4,keyword_classifier_v1,2026-06-25
AVID-AVID-2026-R0043,Vision Builder AI: NI Vision Builder AI VBAI File Processing Missing Warning Remote Code Execution Vulnerability (CVE-2025-2450),"NI Vision Builder AI VBAI File Processing Missing Warning Remote Code Execution Vulnerability. This vulnerability allows remote attackers to execute arbitrary code on affected installations of NI Vision Builder AI. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.

The specific flaw exists within the processing of VBAI files. The issue results from allowing the execution of dangerous script without user warning. An attacker can leverage this vulnerability to execute code in the context of the current user. Was ZDI-CAN-22833. Security S0100: Software Vulnerability",S3,avid,incident,https://www.cve.org/CVERecord?id=CVE-2025-2450,0.4,keyword_classifier_v1,2026-06-25
AVID-AVID-2026-R0044,Azure promptflow-core: Azure Promptflow Remote Code Execution Vulnerability (CVE-2025-24986),Improper isolation or compartmentalization in Azure PromptFlow allows an unauthorized attacker to execute code over a network. Security S0100: Software Vulnerability,S3,avid,incident,https://www.cve.org/CVERecord?id=CVE-2025-24986,0.4,keyword_classifier_v1,2026-06-25
AVID-AVID-2026-R0045,BentoML: BentoML Allows Remote Code Execution (RCE) via Insecure Deserialization (CVE-2025-27520),BentoML is a Python library for building online serving systems optimized for AI apps and model inference. A Remote Code Execution (RCE) vulnerability caused by insecure deserialization has been identified in the latest version (v1.4.2) of BentoML. It allows any unauthenticated user to execute arbitrary code on the server. It exists an unsafe code segment in serde.py. This vulnerability is fixed in 1.4.3. Security S0100: Software Vulnerability,S3,avid,incident,https://www.cve.org/CVERecord?id=CVE-2025-27520,0.4,keyword_classifier_v1,2026-06-25
AVID-AVID-2026-R0055,cursor: Arbitrary file write from Cursor Agent through a prompt injection from malicious @Docs (CVE-2025-32018),"Cursor is a code editor built for programming with AI. In versions 0.45.0 through 0.48.6, the Cursor app introduced a regression affecting the set of file paths the Cursor Agent is permitted to modify automatically. Under specific conditions, the agent could be prompted, either directly by the user or via maliciously crafted context, to automatically write to files outside of the opened workspace. This behavior required deliberate prompting, making successful exploitation highly impractical in real-world scenarios. Furthermore, the edited file was still displayed in the UI as usual for user review, making it unlikely for the edit to go unnoticed by the user. This vulnerability is fixed in 0.48.7. Security S0100: Software Vulnerability",S2b,avid,incident,https://www.cve.org/CVERecord?id=CVE-2025-32018,0.4,keyword_classifier_v1,2026-06-25
AVID-AVID-2026-R0059,"DeepSeek DeepSeek V3: Multiple Model Guardrail Jailbreak via ""Urgent Health Inquiry""","A guardrail jailbreak vulnerability has been discovered affecting multiple models. The specific flaw manifests when the attacker frames a request for illicit substance manufacturing instructions as an urgent health-related inquiry, thereby allowing the attacker to bypass inference restrictions around providing information hazards and violating laws.",S2b,avid,incident,https://avidml.org/database/AVID-2026-R0059,0.4,keyword_classifier_v1,2026-06-25
AVID-AVID-2026-R0060,"Alibaba Qwen Turbo: Multiple Model Guardrail Jailbreak via ""Hex Recipe Book"" Tactic","A Guardrail Jailbreak vulnerability has been discovered affecting multiple models. The specific flaw exploits models' willingness to decode hexadecimal-encoded strings embedded inside fictional scientific recipe task prompts, which the attacker frames as humanitarian or life-saving efforts. This allows the attacker to bypass safety filters by disguising illegal synthesis instructions as encoded inputs passed to a technical recipe generator.",S2b,avid,incident,https://avidml.org/database/AVID-2026-R0060,0.4,keyword_classifier_v1,2026-06-25
